SI_NO,Title,HTTPS_Link,Link,Price,Stock
728,The Red Tent,https://books.toscrape.com/catalogue/the-red-tent_273/index.html,the-red-tent_273/index.html,35.66,In stock
729,The Purpose Driven Life: What on Earth Am I Here for?,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,37.19,In stock
730,The Purest Hook (Second Circle Tattoos #3),https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html,the-purest-hook-second-circle-tattoos-3_271/index.html,12.25,In stock
731,The Picture of Dorian Gray,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,the-picture-of-dorian-gray_270/index.html,29.7,In stock
732,The Paris Wife,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html,the-paris-wife_269/index.html,36.8,In stock
733,The Obsession,https://books.toscrape.com/catalogue/the-obsession_268/index.html,the-obsession_268/index.html,45.43,In stock
734,The Nightingale,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,the-nightingale_267/index.html,26.26,In stock
735,The New Guy (and Other Senior Year Distractions),https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html,the-new-guy-and-other-senior-year-distractions_266/index.html,44.92,In stock
736,The Nanny Diaries (Nanny #1),https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,the-nanny-diaries-nanny-1_265/index.html,52.53,In stock
737,The Name of God is Mercy,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,the-name-of-god-is-mercy_264/index.html,37.25,In stock
738,The Maze Runner (The Maze Runner #1),https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,the-maze-runner-the-maze-runner-1_263/index.html,20.93,In stock
739,The Lover's Dictionary,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,the-lovers-dictionary_262/index.html,58.09,In stock
740,The Lonely Ones,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,the-lonely-ones_261/index.html,43.59,In stock
741,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,33.92,In stock
742,The Last Painting of Sara de Vos,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,the-last-painting-of-sara-de-vos_259/index.html,55.55,In stock
743,"The Land of 10,000 Madonnas",https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,the-land-of-10000-madonnas_258/index.html,29.64,In stock
744,The Infinities,https://books.toscrape.com/catalogue/the-infinities_257/index.html,the-infinities_257/index.html,27.41,In stock
745,The Husband's Secret,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,the-husbands-secret_256/index.html,52.51,In stock
746,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,47.8,In stock
747,The Guns of August,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,the-guns-of-august_254/index.html,14.54,In stock
748,The Guernsey Literary and Potato Peel Pie Society,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,the-guernsey-literary-and-potato-peel-pie-society_253/index.html,49.53,In stock
749,The Goldfinch,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,the-goldfinch_252/index.html,43.58,In stock
750,The Giver (The Giver Quartet #1),https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,the-giver-the-giver-quartet-1_251/index.html,12.3,In stock
751,The Girl with All the Gifts,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,the-girl-with-all-the-gifts_250/index.html,49.47,In stock
752,The Girl Who Played with Fire (Millennium Trilogy #2),https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,22.14,In stock
753,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,57.48,In stock
754,The Exiled,https://books.toscrape.com/catalogue/the-exiled_247/index.html,the-exiled_247/index.html,43.45,In stock
755,"The End of Faith: Religion, Terror, and the Future of Reason",https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,22.13,In stock
756,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,13.03,In stock
757,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,57.35,In stock
758,The Devil Wears Prada (The Devil Wears Prada #1),https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,44.29,In stock
759,The Demon-Haunted World: Science as a Candle in the Dark,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,52.25,In stock
760,The Day the Crayons Came Home (Crayons),https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,the-day-the-crayons-came-home-crayons_241/index.html,26.33,In stock
761,The Da Vinci Code (Robert Langdon #2),https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,the-da-vinci-code-robert-langdon-2_240/index.html,22.96,In stock
762,The Cuckoo's Calling (Cormoran Strike #1),https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,the-cuckoos-calling-cormoran-strike-1_239/index.html,19.21,In stock
763,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,26.78,In stock
764,The Complete Poems,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,the-complete-poems_237/index.html,41.32,In stock
765,The Catcher in the Rye,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,the-catcher-in-the-rye_236/index.html,24.55,In stock
766,The Cat in the Hat (Beginner Books B-1),https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,the-cat-in-the-hat-beginner-books-b-1_235/index.html,16.26,In stock
767,The Case for Christ (Cases for Christianity),https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,the-case-for-christ-cases-for-christianity_234/index.html,47.84,In stock
768,The Book Thief,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,the-book-thief_233/index.html,53.49,In stock
769,The Book of Basketball: The NBA According to The Sports Guy,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,44.84,In stock
770,The Blind Side: Evolution of a Game,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,the-blind-side-evolution-of-a-game_231/index.html,53.71,In stock
771,The Autobiography of Malcolm X,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,the-autobiography-of-malcolm-x_230/index.html,23.43,In stock
772,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,34.32,In stock
773,The Art of Fielding,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,the-art-of-fielding_228/index.html,22.1,In stock
774,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,25.83,In stock
775,Stiff: The Curious Lives of Human Cadavers,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,stiff-the-curious-lives-of-human-cadavers_226/index.html,36.74,In stock
776,Spilled Milk: Based on a True Story,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,spilled-milk-based-on-a-true-story_225/index.html,49.51,In stock
777,Something Borrowed (Darcy & Rachel #1),https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,something-borrowed-darcy-rachel-1_224/index.html,48.96,In stock
778,Something Blue (Darcy & Rachel #2),https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,something-blue-darcy-rachel-2_223/index.html,54.62,In stock
779,Soldier (Talon #3),https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,soldier-talon-3_222/index.html,24.72,In stock
780,Shopaholic & Baby (Shopaholic #5),https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,shopaholic-baby-shopaholic-5_221/index.html,46.45,In stock
781,Seven Days in the Art World,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,seven-days-in-the-art-world_220/index.html,52.33,In stock
782,Seven Brief Lessons on Physics,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,seven-brief-lessons-on-physics_219/index.html,30.6,In stock
783,Scarlet (The Lunar Chronicles #2),https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,scarlet-the-lunar-chronicles-2_218/index.html,14.57,In stock
784,Sarah's Key,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,sarahs-key_217/index.html,46.29,In stock
785,"Saga, Volume 3 (Saga (Collected Editions) #3)",https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,saga-volume-3-saga-collected-editions-3_216/index.html,21.57,In stock
786,Running with Scissors,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,running-with-scissors_215/index.html,12.91,In stock
787,Rogue Lawyer (Rogue Lawyer #1),https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,rogue-lawyer-rogue-lawyer-1_214/index.html,50.11,In stock
788,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,41.67,In stock
789,Rework,https://books.toscrape.com/catalogue/rework_212/index.html,rework_212/index.html,44.88,In stock
790,Reservations for Two,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,reservations-for-two_211/index.html,11.1,In stock
791,Red: The True Story of Red Riding Hood,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,red-the-true-story-of-red-riding-hood_210/index.html,28.54,In stock
792,Ready Player One,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,ready-player-one_209/index.html,19.07,In stock
793,Quiet: The Power of Introverts in a World That Can't Stop Talking,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,43.55,In stock
794,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,43.63,In stock
795,Persepolis: The Story of a Childhood (Persepolis #1-2),https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,39.13,In stock
796,Packing for Mars: The Curious Science of Life in the Void,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,56.68,In stock
797,Outliers: The Story of Success,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,outliers-the-story-of-success_204/index.html,14.16,In stock
798,Original Fake,https://books.toscrape.com/catalogue/original-fake_203/index.html,original-fake_203/index.html,31.45,In stock
799,Orange Is the New Black,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,orange-is-the-new-black_202/index.html,24.61,In stock
800,One for the Money (Stephanie Plum #1),https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,one-for-the-money-stephanie-plum-1_201/index.html,32.87,In stock
801,Notes from a Small Island (Notes From a Small Island #1),https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,40.17,In stock
802,Night (The Night Trilogy #1),https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,night-the-night-trilogy-1_199/index.html,13.51,In stock
803,Neither Here nor There: Travels in Europe,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,neither-here-nor-there-travels-in-europe_198/index.html,38.95,In stock
804,Naked,https://books.toscrape.com/catalogue/naked_197/index.html,naked_197/index.html,31.69,In stock
805,Morning Star (Red Rising #3),https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,morning-star-red-rising-3_196/index.html,29.4,In stock
806,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,57.83,In stock
807,Midnight Riot (Peter Grant/ Rivers of London - books #1),https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,55.46,In stock
808,Me Talk Pretty One Day,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,me-talk-pretty-one-day_193/index.html,57.6,In stock
809,Manuscript Found in Accra,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,manuscript-found-in-accra_192/index.html,34.98,In stock
810,Lust & Wonder,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,lust-wonder_191/index.html,11.87,In stock
811,Lila (Gilead #3),https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,lila-gilead-3_190/index.html,12.47,In stock
812,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,33.26,In stock
813,Life Without a Recipe,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,life-without-a-recipe_188/index.html,59.04,In stock
814,Life After Life,https://books.toscrape.com/catalogue/life-after-life_187/index.html,life-after-life_187/index.html,26.13,In stock
815,Letter to a Christian Nation,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,letter-to-a-christian-nation_186/index.html,22.2,In stock
816,Let's Pretend This Never Happened: A Mostly True Memoir,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,45.11,In stock
817,Legend (Legend #1),https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,legend-legend-1_184/index.html,43.69,In stock
818,"Lean In: Women, Work, and the Will to Lead",https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,lean-in-women-work-and-the-will-to-lead_183/index.html,25.02,In stock
819,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,55.5,In stock
820,Lady Renegades (Rebel Belle #3),https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,lady-renegades-rebel-belle-3_181/index.html,53.04,In stock
821,Jurassic Park (Jurassic Park #1),https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,jurassic-park-jurassic-park-1_180/index.html,44.97,In stock
822,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,42.38,In stock
823,Is Everyone Hanging Out Without Me? (And Other Concerns),https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,20.11,In stock
824,Into the Wild,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,into-the-wild_177/index.html,56.7,In stock
825,Inferno (Robert Langdon #4),https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,inferno-robert-langdon-4_176/index.html,41,In stock
826,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,28.85,In stock
827,If I Run (If I Run #1),https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,if-i-run-if-i-run-1_174/index.html,49.97,In stock
828,I've Got Your Number,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,ive-got-your-number_173/index.html,19.69,In stock
829,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,28.88,In stock
830,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,33.14,In stock
831,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,43.7,In stock
832,House of Leaves,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,house-of-leaves_169/index.html,54.89,In stock
833,Horrible Bear!,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,horrible-bear_168/index.html,37.52,In stock
834,Holidays on Ice,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,holidays-on-ice_167/index.html,51.07,In stock
835,Heir to the Sky,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,heir-to-the-sky_166/index.html,44.07,In stock
836,Green Eggs and Ham (Beginner Books B-16),https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,green-eggs-and-ham-beginner-books-b-16_165/index.html,10.79,In stock
837,"Grayson, Vol 3: Nemesis (Grayson #3)",https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,grayson-vol-3-nemesis-grayson-3_164/index.html,42.72,In stock
838,Gratitude,https://books.toscrape.com/catalogue/gratitude_163/index.html,gratitude_163/index.html,26.66,In stock
839,Gone Girl,https://books.toscrape.com/catalogue/gone-girl_162/index.html,gone-girl_162/index.html,37.6,In stock
840,Golden (Heart of Dread #3),https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,golden-heart-of-dread-3_161/index.html,42.21,In stock
841,Girl in the Blue Coat,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,girl-in-the-blue-coat_160/index.html,46.83,In stock
842,"Fruits Basket, Vol. 3 (Fruits Basket #3)",https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,fruits-basket-vol-3-fruits-basket-3_159/index.html,45.17,In stock
843,"Friday Night Lights: A Town, a Team, and a Dream",https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,friday-night-lights-a-town-a-team-and-a-dream_158/index.html,51.22,In stock
844,Fire Bound (Sea Haven/Sisters of the Heart #5),https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,fire-bound-sea-havensisters-of-the-heart-5_157/index.html,21.28,In stock
845,Fifty Shades Freed (Fifty Shades #3),https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,fifty-shades-freed-fifty-shades-3_156/index.html,15.36,In stock
846,Fellside,https://books.toscrape.com/catalogue/fellside_155/index.html,fellside_155/index.html,38.62,In stock
847,Extreme Prey (Lucas Davenport #26),https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,extreme-prey-lucas-davenport-26_154/index.html,25.4,In stock
848,Eragon (The Inheritance Cycle #1),https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,eragon-the-inheritance-cycle-1_153/index.html,43.87,In stock
849,Eclipse (Twilight #3),https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,eclipse-twilight-3_152/index.html,18.74,In stock
850,Dune (Dune #1),https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,dune-dune-1_151/index.html,54.86,In stock
851,Dracula,https://books.toscrape.com/catalogue/dracula_150/index.html,dracula_150/index.html,52.62,In stock
852,Do Androids Dream of Electric Sheep? (Blade Runner #1),https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,51.48,In stock
853,Disrupted: My Misadventure in the Start-Up Bubble,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,15.28,In stock
854,Dead Wake: The Last Crossing of the Lusitania,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,dead-wake-the-last-crossing-of-the-lusitania_147/index.html,39.24,In stock
855,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,17.81,In stock
856,Darkfever (Fever #1),https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,darkfever-fever-1_145/index.html,56.02,In stock
857,Dark Places,https://books.toscrape.com/catalogue/dark-places_144/index.html,dark-places_144/index.html,23.9,In stock
858,Crazy Rich Asians (Crazy Rich Asians #1),https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,crazy-rich-asians-crazy-rich-asians-1_143/index.html,49.13,In stock
859,Counting Thyme,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,counting-thyme_142/index.html,10.62,In stock
860,Cosmos,https://books.toscrape.com/catalogue/cosmos_141/index.html,cosmos_141/index.html,36.17,In stock
861,Civilization and Its Discontents,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,civilization-and-its-discontents_140/index.html,59.95,In stock
862,Cinder (The Lunar Chronicles #1),https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,cinder-the-lunar-chronicles-1_139/index.html,26.09,In stock
863,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,37.35,In stock
864,Career of Evil (Cormoran Strike #3),https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,career-of-evil-cormoran-strike-3_137/index.html,24.72,In stock
865,Breaking Dawn (Twilight #4),https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,breaking-dawn-twilight-4_136/index.html,35.28,In stock
866,Brave Enough,https://books.toscrape.com/catalogue/brave-enough_135/index.html,brave-enough_135/index.html,51.32,In stock
867,Boy Meets Boy,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,boy-meets-boy_134/index.html,21.12,In stock
868,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,27.35,In stock
869,Blink: The Power of Thinking Without Thinking,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,blink-the-power-of-thinking-without-thinking_132/index.html,21.74,In stock
870,Black Flags: The Rise of ISIS,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,black-flags-the-rise-of-isis_131/index.html,40.87,In stock
871,"Black Butler, Vol. 1 (Black Butler #1)",https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,black-butler-vol-1-black-butler-1_130/index.html,49.31,In stock
872,Big Little Lies,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,big-little-lies_129/index.html,22.11,In stock
873,Between Shades of Gray,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,between-shades-of-gray_128/index.html,20.79,In stock
874,Best of My Love (Fool's Gold #20),https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,best-of-my-love-fools-gold-20_127/index.html,27.41,In stock
875,Beowulf,https://books.toscrape.com/catalogue/beowulf_126/index.html,beowulf_126/index.html,38.35,In stock
876,Beautiful Creatures (Caster Chronicles #1),https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,beautiful-creatures-caster-chronicles-1_125/index.html,21.55,In stock
877,Awkward,https://books.toscrape.com/catalogue/awkward_124/index.html,awkward_124/index.html,38.02,In stock
878,Ash,https://books.toscrape.com/catalogue/ash_123/index.html,ash_123/index.html,22.06,In stock
879,Are We There Yet?,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,are-we-there-yet_122/index.html,10.66,In stock
880,Are We Smart Enough to Know How Smart Animals Are?,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,56.58,In stock
881,Annie on My Mind,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,annie-on-my-mind_120/index.html,36.83,In stock
